Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
403,1,3,60.0,10200,1,1,3,3,4,0,19,2,2,0,2,5,7,1940,1997,1,1,13,14,2,0,3,4,2,4,4,3,6,0,6,0,672,672,1,0,1,0,672,0,0,672,0,0,1,0,2,1,3,4,6,0,3,5,1940.0,3,1,240,5,5,0,168,0,0,0,0,0,3,0,1,0,7,2,8,4,11.58989576532275
404,5,3,93.0,12090,1,1,3,3,0,0,15,2,2,0,5,8,4,1998,1998,3,1,12,13,1,297,2,4,2,2,4,3,6,0,6,0,1141,1141,1,2,1,0,1165,1098,0,2263,0,0,2,1,4,1,2,10,6,1,5,3,1998.0,0,2,420,5,5,2,144,123,0,0,0,0,3,4,1,0,6,0,8,0,12.460718739865234
405,5,3,65.0,10364,1,1,0,3,4,0,8,2,2,0,5,6,4,1995,1996,1,1,8,8,2,0,3,4,2,2,4,3,6,0,6,0,806,806,1,2,1,0,806,766,0,1572,0,0,2,1,3,1,3,7,6,1,5,3,1995.0,0,2,373,5,5,2,0,40,0,0,0,0,3,4,1,0,4,1,8,4,12.031725210748633
406,0,3,71.0,9991,1,1,0,3,0,0,19,1,2,0,2,4,3,1976,1993,1,1,9,10,2,0,3,4,1,4,4,3,1,1116,6,0,165,1281,1,0,1,0,1620,0,0,1620,1,0,2,0,3,1,3,8,2,1,5,1,1993.0,3,2,490,5,5,2,120,78,0,0,0,0,3,1,1,0,5,3,8,4,11.918397239722838
407,4,3,51.0,10480,1,1,3,3,4,0,18,2,2,0,0,6,4,1936,1950,1,1,8,8,2,0,3,4,0,4,4,3,6,0,6,0,1064,1064,1,0,1,0,1166,0,473,1639,0,0,1,0,3,1,3,6,1,0,3,5,1936.0,3,1,240,5,5,2,0,0,0,0,0,0,3,4,1,0,2,2,8,4,11.652696102959752
408,6,3,63.0,15576,1,1,3,3,4,0,6,2,2,0,5,6,6,1915,1976,1,1,13,10,2,0,3,4,0,2,4,3,6,0,6,0,840,840,1,0,1,0,840,840,0,1680,0,0,2,0,4,1,3,8,6,0,3,1,1960.0,3,1,308,5,5,2,0,0,160,0,0,0,3,4,1,0,2,2,8,4,12.08391066125752
409,5,3,109.0,14154,1,1,3,3,0,0,16,2,2,0,5,7,4,2006,2006,1,1,12,13,1,221,2,4,2,0,1,3,6,0,6,0,1063,1063,1,0,1,0,1071,1101,0,2172,0,0,2,1,3,1,2,9,6,1,2,1,2006.0,2,3,947,5,5,2,192,62,0,0,0,0,3,4,1,0,7,1,6,5,12.54254845357358
410,5,1,85.0,10800,1,1,3,3,4,0,21,2,2,0,5,8,4,2007,2008,1,1,12,13,3,57,2,4,2,0,4,3,2,789,6,0,245,1034,1,0,1,0,1050,1028,0,2078,1,0,2,1,3,1,0,8,6,1,2,1,2008.0,0,3,836,5,5,2,0,102,0,0,0,0,3,4,1,0,3,2,6,5,12.73596827534975
411,0,3,68.0,9571,1,1,3,3,4,0,7,2,2,0,2,5,2,1958,1958,1,1,2,2,2,0,3,1,1,4,0,3,6,0,6,0,1276,1276,1,4,1,0,1276,0,0,1276,0,0,1,0,3,1,3,5,4,0,3,1,1958.0,3,1,350,5,5,2,0,0,0,0,0,0,3,4,1,0,5,3,0,0,11.002116507732014
412,14,3,100.0,34650,1,1,3,0,4,0,8,2,2,1,2,5,4,1955,1955,3,1,13,14,2,0,3,4,1,4,4,2,5,1056,6,0,0,1056,1,4,0,0,1056,0,0,1056,1,0,1,0,3,1,3,5,6,0,3,1,1955.0,0,2,572,5,5,2,264,0,0,0,0,0,3,4,1,0,0,0,8,4,11.884495917930655
413,0,1,73.5,4403,1,1,1,3,4,0,21,2,2,0,2,7,4,2009,2009,1,1,8,8,3,251,0,4,2,0,4,0,2,578,6,0,892,1470,1,0,1,0,1478,0,0,1478,1,0,2,1,2,1,2,7,6,1,2,1,2009.0,0,2,484,5,5,2,0,144,0,0,0,0,3,4,1,0,5,4,6,5,12.310437165348775
414,1,4,56.0,8960,1,0,3,3,4,0,17,0,2,0,2,5,5,1927,1950,1,1,14,15,2,0,3,4,1,4,4,3,6,0,6,0,1008,1008,1,2,1,0,1028,0,0,1028,0,0,1,0,2,1,3,5,6,1,2,5,1927.0,3,2,360,5,5,2,0,0,130,0,0,0,3,4,1,0,2,4,8,4,11.652696102959752
415,5,3,59.0,11228,1,1,1,3,1,0,20,2,2,0,5,7,4,1993,1993,1,1,12,13,2,0,2,4,2,2,4,3,1,50,2,531,499,1080,1,0,1,0,1080,1017,0,2097,0,1,2,1,3,1,2,9,6,1,5,1,1993.0,3,3,678,5,5,2,196,187,0,0,0,0,3,4,1,0,11,2,8,4,12.337105293891874
416,0,3,73.0,8899,1,1,0,3,4,0,8,2,2,0,2,7,4,2007,2007,1,1,12,13,2,0,2,4,2,2,4,0,2,24,6,0,1316,1340,1,0,1,0,1340,0,0,1340,0,0,2,0,3,1,2,6,6,0,3,1,2007.0,0,2,396,5,5,2,100,30,0,0,0,0,3,4,1,0,7,1,6,5,12.106997888588936
417,5,3,74.0,7844,1,1,3,3,4,0,19,2,2,0,5,6,6,1978,1978,3,1,6,6,1,131,3,4,1,4,4,3,0,209,6,0,463,672,1,4,1,0,672,728,0,1400,0,0,1,1,3,1,3,6,6,1,5,1,1978.0,0,2,440,5,5,2,0,0,0,0,0,0,3,4,1,0,2,0,8,4,11.91505836075372
418,6,3,86.0,22420,1,1,0,3,4,0,6,1,2,0,5,6,5,1918,1950,3,1,13,12,2,0,3,4,0,2,4,3,1,1128,6,0,242,1370,2,4,0,0,1370,1254,0,2624,1,0,2,1,4,1,3,10,6,1,2,5,1918.0,3,3,864,5,5,0,0,0,0,0,0,0,3,4,1,0,10,1,8,4,12.384223015005311
419,4,3,60.0,8160,1,1,3,3,4,0,7,2,2,0,0,5,5,1940,1950,1,1,8,8,2,0,3,4,0,4,4,3,0,312,6,0,444,756,1,1,0,0,756,378,0,1134,1,0,1,1,3,1,3,7,6,0,3,5,1940.0,3,1,240,5,5,1,0,0,0,0,0,0,3,4,1,0,3,1,8,1,11.744045122410053
420,0,3,65.0,8450,1,1,3,3,4,0,12,2,2,0,2,5,5,1968,1968,1,1,12,13,2,0,3,4,1,4,4,3,1,775,6,0,281,1056,1,0,1,0,1056,0,0,1056,1,0,1,0,3,1,3,6,6,1,1,1,1968.0,3,1,304,5,5,2,0,85,184,0,0,0,3,4,1,0,6,4,8,4,11.863589378812122
421,10,4,78.0,7060,1,1,3,3,4,0,11,2,2,2,6,7,4,1997,1998,1,1,12,13,1,129,3,2,2,2,1,1,2,1309,6,0,35,1344,1,0,1,0,1344,0,0,1344,2,0,2,0,2,2,3,8,6,0,3,1,1997.0,0,4,784,5,5,2,0,0,0,0,0,0,3,4,1,0,10,2,8,2,12.23709154635734
422,0,3,80.0,16635,1,1,0,3,2,0,14,2,2,0,2,6,6,1977,2000,1,1,5,5,3,77,2,4,1,2,4,3,0,1246,6,0,356,1602,1,2,1,0,1602,0,0,1602,0,1,2,0,3,1,2,8,6,1,5,1,1977.0,0,2,529,5,5,2,240,0,0,0,0,0,3,4,1,0,5,3,8,4,12.278397958261776
423,0,3,100.0,21750,1,1,3,1,4,1,11,0,2,0,2,5,4,1954,1954,3,1,6,6,2,0,3,4,1,4,4,3,6,0,6,0,988,988,1,0,1,0,988,0,0,988,0,0,1,0,2,1,3,4,6,0,3,1,1954.0,2,2,520,5,5,0,0,0,0,0,0,0,3,4,1,0,1,2,8,4,11.635151947212842
424,5,3,80.0,9200,1,1,3,3,4,0,15,2,2,0,5,8,4,1998,1998,1,1,12,13,1,267,2,4,2,2,4,3,2,986,6,0,484,1470,1,2,1,0,1470,1160,0,2630,1,0,2,1,4,1,2,8,6,1,5,1,1998.0,0,3,696,5,5,2,0,66,0,0,0,0,3,4,1,0,5,2,8,4,12.660331092405903
425,0,3,72.0,9000,1,1,3,3,4,0,12,2,2,0,2,6,4,1956,1956,1,1,13,14,1,38,3,4,1,2,4,3,3,616,6,0,580,1196,1,2,1,0,1196,0,0,1196,1,0,1,0,2,1,3,6,6,1,2,1,1956.0,2,1,297,5,5,2,0,44,0,0,0,0,3,4,1,0,4,2,8,4,11.842236406331557
426,5,4,60.0,3378,1,0,3,1,4,0,17,2,2,0,5,7,7,1946,1992,1,1,6,6,2,0,3,2,1,4,4,3,6,0,6,0,651,651,1,2,1,0,707,682,0,1389,0,0,1,1,3,1,3,6,6,2,2,5,1947.0,3,1,240,5,5,1,0,0,126,0,0,0,3,4,1,0,8,3,8,4,11.813037464800539
427,8,3,66.5,12800,1,1,3,2,4,1,20,2,2,0,7,7,4,1989,1989,1,1,13,14,1,90,2,4,2,2,4,1,2,1518,6,0,0,1518,1,2,1,0,1644,0,0,1644,1,1,2,0,2,1,2,5,6,1,5,1,1989.0,0,2,569,5,5,2,80,0,0,0,396,0,3,4,1,0,7,3,8,4,12.524530013005734
428,0,3,77.0,8593,1,1,0,3,4,0,12,2,2,0,2,4,5,1957,1957,3,1,8,8,2,0,3,4,1,4,4,3,5,288,6,0,619,907,1,0,1,0,907,0,0,907,0,0,1,0,3,1,3,5,6,0,3,5,1964.0,3,1,352,5,5,2,0,0,0,0,0,0,3,4,1,0,6,2,8,4,11.599185726610004
429,0,3,64.0,6762,1,1,3,3,4,0,5,2,2,0,2,7,4,2007,2007,1,1,12,13,1,63,2,4,2,2,4,3,2,664,6,0,544,1208,1,0,1,0,1208,0,0,1208,1,0,2,0,2,1,2,6,6,0,3,1,2007.0,2,2,628,5,5,2,105,54,0,0,0,0,3,4,1,0,8,1,6,5,12.182809136284993
430,0,3,130.0,11457,1,1,0,3,0,0,23,2,2,0,2,6,4,1988,1988,1,1,6,6,2,0,3,4,1,2,4,2,2,1005,6,0,387,1392,1,4,1,0,1412,0,0,1412,1,0,2,0,3,1,2,6,6,1,5,1,1988.0,3,2,576,5,5,2,0,0,169,0,0,0,3,4,1,0,2,3,8,4,12.07254696717504
431,12,4,21.0,1680,1,1,3,3,4,0,2,2,2,3,5,6,4,1971,1971,1,1,6,6,1,151,3,4,1,4,4,3,0,387,6,0,96,483,1,4,1,0,483,504,0,987,0,0,1,1,2,1,3,4,6,0,3,5,1971.0,3,1,264,5,5,2,0,0,0,0,0,0,3,4,1,0,6,2,0,0,11.355113089309974
432,4,4,60.0,5586,1,1,0,0,4,0,17,1,2,0,0,6,6,1920,1998,1,1,8,8,2,0,3,4,0,4,4,3,6,0,6,0,901,901,1,2,1,0,1088,110,0,1198,0,0,1,0,4,1,3,7,6,0,3,6,0.0,1,0,0,3,3,0,0,98,0,0,0,0,3,2,1,0,8,2,3,0,11.2885436473206
433,12,4,24.0,1920,1,1,3,3,4,0,2,2,2,4,5,5,4,1971,1971,1,1,6,6,1,232,3,4,1,4,4,3,0,471,6,0,294,765,1,0,1,0,765,600,0,1365,1,0,1,1,2,1,3,6,2,0,3,5,1971.0,3,2,440,5,5,2,240,36,0,0,0,0,3,4,1,0,7,1,8,4,11.715874472198903
434,5,3,100.0,10839,1,1,0,3,0,0,8,2,2,0,5,6,4,1997,1998,1,1,12,13,2,0,3,4,2,2,4,3,6,0,6,0,926,926,1,0,1,0,926,678,0,1604,0,0,2,1,3,1,3,7,6,1,5,1,1997.0,0,2,470,5,5,2,0,36,0,0,0,0,3,4,1,0,6,2,8,4,12.106257835094581
435,13,4,21.0,1890,1,1,3,3,4,0,10,2,2,3,6,4,6,1972,1972,1,1,5,5,2,0,3,2,1,2,4,0,0,495,6,0,135,630,1,2,1,0,630,0,0,630,1,0,1,0,1,1,3,3,6,0,3,6,0.0,1,0,0,3,3,2,88,0,0,0,0,0,3,4,1,0,5,2,8,4,11.302216779257384
436,5,3,43.0,10667,1,1,1,3,1,0,5,4,2,0,5,7,5,1996,1996,1,1,12,13,2,0,2,4,2,2,4,0,2,385,0,344,70,799,1,0,1,0,827,834,0,1661,1,0,2,1,3,1,2,6,6,1,5,1,1996.0,2,2,550,5,5,2,158,61,0,0,0,0,3,4,1,0,3,3,5,4,12.264346270624154
437,4,4,40.0,4400,1,1,3,3,4,0,17,2,2,0,0,6,7,1920,1950,1,1,11,12,2,0,3,4,0,1,4,3,6,0,6,0,648,648,1,4,1,0,734,384,0,1118,0,0,1,0,2,1,3,6,6,0,3,5,1990.0,3,2,440,5,5,2,0,0,0,0,0,0,3,4,1,0,9,0,8,4,11.661354090741
438,3,4,50.0,6000,1,1,3,3,4,0,3,2,2,0,1,6,6,1926,2004,1,1,13,14,2,0,2,4,2,4,4,3,6,0,6,0,884,884,1,2,1,0,904,0,0,904,0,0,1,0,2,1,3,4,6,0,3,5,1926.0,3,1,180,5,5,2,0,0,105,0,0,0,3,4,1,0,0,3,8,4,11.686887175419702
439,1,3,40.0,4280,1,1,3,3,4,0,6,2,2,0,2,5,5,1913,2002,1,1,14,12,2,0,3,4,2,4,4,3,3,365,6,0,75,440,1,4,0,0,694,0,0,694,0,0,1,0,2,1,2,4,6,1,2,5,1990.0,3,1,352,2,5,1,0,0,34,0,0,0,3,2,1,0,2,1,8,4,11.411457364027743
440,4,3,67.0,12354,1,0,3,3,0,0,7,2,2,0,0,6,7,1920,2000,1,1,13,14,2,0,3,4,0,4,0,2,6,0,6,0,684,684,1,2,1,0,684,512,0,1196,0,0,1,0,3,1,2,7,6,0,3,5,2005.0,3,2,528,5,5,2,0,46,0,0,0,0,3,0,3,800,7,3,4,4,11.608244735642321
441,0,3,105.0,15431,1,1,3,3,4,0,16,2,2,0,2,10,4,2008,2008,3,1,12,13,3,129,0,4,2,0,4,1,2,1767,0,539,788,3094,1,0,1,0,2402,0,0,2402,1,0,2,0,2,1,0,10,6,2,2,1,2008.0,0,3,672,5,5,2,0,72,0,0,170,0,3,4,1,0,3,3,8,4,13.226725194528749
442,10,3,92.0,12108,1,1,3,3,4,0,7,2,2,2,2,4,3,1955,1955,1,1,12,13,1,177,3,4,1,4,4,3,0,133,6,0,1307,1440,1,4,0,0,1440,0,0,1440,0,0,2,0,4,2,1,8,6,0,3,6,0.0,1,0,0,3,3,2,0,0,0,0,0,0,3,4,1,0,8,2,8,4,11.678448377988165
443,4,4,52.0,6240,1,1,3,3,4,0,3,2,2,0,0,5,6,1930,1992,1,1,8,8,2,0,3,4,2,4,4,3,6,0,6,0,1078,1078,1,4,1,0,1128,445,0,1573,0,0,2,0,3,1,3,8,6,1,2,5,1930.0,3,2,360,5,5,1,0,0,0,0,0,0,3,4,1,0,5,2,8,4,12.000897933306716
444,11,3,53.0,3922,1,1,3,3,4,0,0,2,2,4,2,7,4,2006,2007,1,1,14,15,1,37,2,4,2,0,4,0,6,0,6,0,1258,1258,1,0,1,0,1258,0,0,1258,0,0,2,0,2,1,2,6,6,1,2,1,2007.0,0,3,648,5,5,2,144,16,0,0,0,0,3,4,1,0,5,1,6,5,12.058158312538195
445,5,3,70.0,8750,1,1,3,3,4,0,5,2,2,0,5,7,4,1994,1995,1,1,12,13,2,0,2,2,2,2,4,3,2,642,6,0,273,915,1,0,1,0,933,975,0,1908,1,0,2,1,4,1,2,8,6,1,5,1,1994.0,3,2,493,5,5,2,144,133,0,0,0,0,3,4,1,0,6,2,8,4,12.25486757159303
446,0,3,73.0,9855,1,1,3,3,0,0,7,2,2,0,2,6,4,1956,1956,3,1,13,14,2,0,3,4,1,4,4,3,6,0,6,0,1436,1436,1,1,1,0,1689,0,0,1689,0,0,1,0,3,1,3,7,6,1,2,1,1956.0,3,2,480,5,5,2,0,0,0,0,0,0,3,2,1,0,10,3,0,4,11.755879486687114
447,0,3,137.0,16492,1,1,0,3,0,0,12,3,2,0,2,6,5,1966,2002,1,1,3,10,2,0,2,4,1,4,4,3,0,247,5,713,557,1517,1,0,1,0,1888,0,0,1888,0,0,2,1,2,1,2,6,4,1,2,1,1966.0,0,2,578,5,5,2,0,0,0,0,0,0,3,4,1,0,5,4,8,4,12.154784614286669
448,5,3,65.0,11214,1,1,0,3,0,0,8,2,2,0,5,7,4,1998,1999,1,1,12,13,2,0,2,4,2,2,4,3,6,0,6,0,930,930,1,2,1,0,956,930,0,1886,0,0,2,1,4,1,2,10,6,1,5,1,1998.0,0,2,431,5,5,2,89,0,0,0,0,0,3,4,1,0,6,0,8,4,12.205577522977231
449,4,4,50.0,8600,1,1,3,0,4,0,9,2,2,0,0,6,5,1937,1950,1,1,8,8,2,0,3,4,0,4,4,3,6,0,6,0,780,780,1,4,1,0,780,596,0,1376,0,0,2,0,3,1,3,7,6,1,2,5,1937.0,3,1,198,5,5,0,0,0,0,0,0,0,3,4,1,0,5,0,8,4,11.691080018519528
450,4,4,50.0,6000,1,1,3,3,4,0,17,2,2,0,0,3,6,1948,2002,1,1,8,8,2,0,3,2,1,4,4,3,0,331,6,0,318,649,1,0,1,0,679,504,0,1183,0,0,1,1,2,1,3,6,6,0,3,5,1981.0,3,1,308,5,5,2,0,176,0,0,0,0,3,4,1,0,5,1,8,4,11.695255355062795
451,1,4,70.0,5684,1,1,3,3,4,0,17,2,2,0,2,6,7,1930,2005,3,1,13,14,2,0,3,4,0,4,4,3,6,0,6,0,813,813,1,0,1,0,813,0,0,813,0,0,1,0,2,1,2,5,6,0,3,5,1932.0,3,1,270,1,1,0,0,113,0,0,0,0,3,4,1,0,5,0,8,4,11.608244735642321
452,0,3,62.0,70761,1,1,0,2,4,1,4,2,2,0,2,7,4,1975,1975,1,7,9,10,2,0,3,4,1,2,4,1,0,655,6,0,878,1533,1,4,1,0,1533,0,0,1533,1,0,2,0,2,1,2,5,6,2,5,1,1975.0,3,2,576,5,5,2,200,54,0,0,0,0,3,4,1,0,11,0,8,4,12.54254845357358
453,5,3,85.0,9303,1,1,0,3,0,0,23,2,2,0,5,6,4,1996,1997,3,1,12,13,1,18,2,4,2,0,4,3,0,742,6,0,130,872,1,0,1,0,888,868,0,1756,1,0,2,1,3,1,3,7,6,0,3,1,1996.0,0,2,422,5,5,2,144,122,0,0,0,0,3,4,1,0,6,1,8,4,12.225880174775124
454,5,1,75.0,9000,1,1,3,3,4,0,21,2,2,0,5,8,4,2008,2008,1,1,12,13,2,0,2,4,2,2,4,3,6,0,6,0,768,768,1,0,1,0,786,804,0,1590,0,0,2,1,3,1,2,6,6,0,3,1,2008.0,2,2,676,5,5,2,0,30,0,0,0,0,3,4,1,0,5,3,8,4,12.25486757159303
455,10,3,63.0,9297,1,1,3,3,4,0,11,2,2,2,2,5,4,1976,1976,1,1,9,10,2,0,3,4,1,4,4,3,0,1606,6,0,122,1728,1,4,1,0,1728,0,0,1728,2,0,2,0,4,2,3,8,6,0,3,5,1976.0,3,2,560,5,5,2,0,0,0,0,0,0,3,4,1,0,6,0,8,3,12.144202560946875
456,0,3,80.0,9600,1,1,3,3,4,0,14,2,2,0,2,7,5,1973,1973,3,1,6,6,1,209,3,4,1,4,4,3,0,916,6,0,326,1242,1,1,1,0,1242,0,0,1242,0,0,1,1,3,1,3,6,6,1,5,1,1973.0,3,2,528,5,5,2,0,0,0,0,0,0,3,4,1,0,8,1,8,4,12.075400019877524
457,6,4,34.0,4571,1,0,3,3,4,0,17,2,2,0,5,5,4,1916,1950,1,1,0,0,2,0,3,4,0,4,4,3,6,0,6,0,624,624,1,1,0,0,624,720,0,1344,0,0,1,0,4,1,3,7,6,0,3,5,1916.0,3,3,513,1,1,2,0,0,96,0,0,0,3,4,1,0,4,2,0,0,11.492732961682279
458,0,3,80.0,53227,1,1,0,2,1,1,4,2,2,0,2,4,5,1954,1994,0,5,9,10,2,0,3,4,1,2,4,1,1,1116,6,0,248,1364,1,0,1,0,1663,0,0,1663,1,0,1,0,2,1,2,6,2,2,2,1,1954.0,0,2,529,5,5,2,224,137,0,0,0,0,3,4,1,0,2,2,8,4,12.45293662970407
459,6,4,60.0,5100,1,0,3,3,4,0,17,2,2,0,5,8,6,1925,1996,3,1,11,15,2,0,3,2,2,4,4,3,6,0,6,0,588,588,1,1,1,0,833,833,0,1666,0,0,1,0,3,1,2,7,6,1,2,5,1925.0,3,1,228,5,5,2,192,63,0,0,0,0,3,2,1,0,5,2,8,4,11.989165855127435
460,4,3,52.0,7015,1,1,0,0,0,0,3,2,2,0,0,5,3,1950,1950,1,1,8,8,0,103,3,4,1,4,4,3,3,185,6,0,524,709,1,4,1,0,979,224,0,1203,1,0,1,0,3,1,2,5,6,1,5,5,1950.0,3,1,352,5,5,2,0,0,248,0,0,0,3,4,1,0,6,3,8,4,11.608244735642321
461,5,1,75.0,8004,1,1,0,3,4,0,21,6,2,0,5,8,4,2009,2009,1,1,12,13,3,65,2,4,2,2,4,3,2,544,6,0,288,832,1,0,1,0,832,1103,0,1935,1,0,2,1,3,1,3,8,6,0,3,3,2009.0,0,2,552,5,5,2,0,150,0,0,0,0,3,4,1,0,11,3,6,5,12.481565733211925
462,6,3,60.0,7200,1,1,3,3,4,0,18,1,2,0,5,7,8,1936,2007,1,1,13,14,2,0,2,2,2,2,1,3,0,350,1,210,0,560,1,0,1,0,575,560,0,1135,1,0,1,0,3,1,2,6,6,0,3,5,1971.0,2,2,576,5,5,2,256,0,0,0,0,0,3,2,1,0,3,3,8,4,11.951186847493474
463,0,3,60.0,8281,1,1,0,3,4,0,19,2,2,0,2,5,4,1965,1965,1,1,8,8,2,0,3,4,1,4,4,3,5,553,1,311,0,864,1,2,1,0,864,0,0,864,0,0,1,0,3,1,3,5,6,1,4,5,1965.0,3,1,360,5,5,2,0,0,236,0,0,0,3,1,1,0,11,3,8,4,11.041064111222381
464,6,3,74.0,11988,1,1,0,1,4,1,6,2,2,0,5,6,6,1934,1995,3,1,11,12,2,0,3,4,1,4,4,3,3,326,6,0,389,715,1,1,1,0,849,811,0,1660,0,0,1,1,3,1,3,6,6,1,2,5,1939.0,3,1,240,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2,8,4,12.147919030759663
465,0,3,60.0,8430,1,1,3,1,4,1,5,2,2,0,2,5,4,1978,1978,1,1,6,6,1,83,3,4,1,2,4,3,5,616,6,0,424,1040,1,4,1,0,1040,0,0,1040,0,0,2,0,3,1,3,5,6,0,3,6,0.0,1,0,0,3,3,2,0,0,0,0,0,0,3,4,1,0,7,3,8,4,11.728044909070785
466,11,4,43.0,3072,1,1,3,3,4,0,0,2,2,4,2,7,4,2004,2004,3,1,12,13,1,5,2,4,2,2,4,3,6,0,6,0,1375,1375,1,0,1,0,1414,0,0,1414,0,0,2,0,2,1,2,6,6,1,5,1,2004.0,0,2,398,5,5,2,144,20,0,0,0,0,3,4,1,0,4,0,8,4,12.09369310963832
467,0,3,85.0,10628,1,1,3,3,4,0,12,2,2,0,2,7,4,1970,1970,0,5,9,10,2,0,3,2,1,4,1,1,2,778,6,0,499,1277,1,4,1,0,1277,0,0,1277,1,0,1,0,2,1,3,5,6,1,4,1,1970.0,3,2,526,5,5,2,0,0,0,0,176,0,3,1,1,0,3,1,8,4,12.025755079404915
468,6,3,79.0,9480,1,1,3,3,4,0,12,0,2,0,5,5,6,1942,1995,1,1,8,8,3,146,3,4,1,4,4,3,3,386,6,0,342,728,1,0,1,0,888,756,0,1644,0,0,1,1,3,1,2,7,6,2,2,1,1942.0,3,1,312,5,5,2,168,0,0,0,0,0,3,4,1,0,5,1,8,4,11.894787533354531
469,0,3,98.0,11428,1,1,0,3,4,0,16,2,2,0,2,8,4,2006,2006,1,1,12,13,3,163,2,4,2,2,4,3,6,0,6,0,1626,1626,1,0,1,0,1634,0,0,1634,0,0,2,0,3,1,2,7,6,1,2,1,2006.0,2,3,866,5,5,2,0,44,0,0,0,0,3,4,1,0,4,1,8,4,12.429220196836386
470,5,3,76.0,9291,1,1,0,3,0,0,20,7,2,0,5,6,4,1993,1993,1,1,6,6,1,73,2,4,2,2,4,3,2,426,6,0,406,832,1,0,1,0,832,878,0,1710,0,0,2,1,3,1,2,7,6,0,3,1,1993.0,2,2,506,5,5,2,144,70,0,0,0,0,3,4,1,0,5,2,8,4,12.138869243416009
471,11,3,61.5,6820,1,1,0,3,0,0,22,2,2,4,2,8,4,1985,1985,1,1,6,6,2,0,2,4,2,2,4,0,2,368,1,1120,0,1488,1,4,1,0,1502,0,0,1502,1,0,1,1,1,1,2,4,6,0,3,1,1985.0,2,2,528,5,5,2,0,54,0,0,140,0,3,4,1,0,5,4,8,4,12.264346270624154
472,5,3,92.0,11952,1,1,3,3,4,0,14,3,2,0,5,7,5,1977,1977,4,6,14,10,2,0,3,4,1,2,4,3,6,0,6,0,808,808,1,4,1,0,1161,808,0,1969,0,0,2,1,3,1,3,8,6,1,2,1,1977.0,2,2,534,5,5,2,0,0,0,0,276,0,3,4,1,0,10,1,8,4,12.154784614286669
473,13,4,35.0,3675,1,1,3,3,4,0,7,2,2,4,7,6,4,2005,2005,1,1,12,13,1,41,3,4,2,2,4,1,2,459,6,0,88,547,1,0,1,0,1072,0,0,1072,1,0,1,0,2,1,3,5,6,0,3,2,2005.0,2,2,525,5,5,2,0,28,0,0,0,0,3,4,1,0,5,2,8,4,11.904974309480181
474,0,3,110.0,14977,1,1,0,3,4,0,16,2,2,0,2,8,4,2006,2007,1,1,12,13,1,201,2,4,2,0,4,1,2,1350,6,0,626,1976,1,0,1,0,1976,0,0,1976,1,0,2,0,2,1,2,7,6,1,0,1,2006.0,2,3,908,5,5,2,250,63,0,0,0,0,3,4,1,0,6,1,6,5,12.994532278619134
475,11,3,41.0,5330,1,1,3,3,4,0,22,2,2,4,2,8,4,2000,2000,1,1,5,5,2,0,2,4,2,2,4,0,2,1196,6,0,298,1494,1,0,1,0,1652,0,0,1652,1,0,2,0,2,1,0,6,6,0,3,1,2000.0,2,2,499,5,5,2,96,48,0,0,0,0,3,4,1,0,7,1,8,4,12.433212202169726
476,0,3,80.0,8480,1,1,3,3,0,0,19,2,2,0,2,5,5,1963,1963,3,1,6,6,2,0,3,4,1,4,4,3,2,630,6,0,340,970,1,4,1,0,970,0,0,970,1,0,1,0,2,1,3,5,6,0,3,5,1996.0,3,2,624,5,5,2,0,24,0,0,192,0,3,4,1,0,6,1,8,4,11.794345471549745
477,0,3,75.0,13125,1,1,3,3,4,1,5,2,2,0,2,6,4,1997,1998,1,1,12,13,1,140,3,4,2,2,4,1,2,994,6,0,484,1478,1,0,1,0,1493,0,0,1493,1,0,2,0,3,1,2,7,6,1,5,1,1997.0,0,2,508,5,5,2,140,39,0,0,0,0,3,4,1,0,3,2,8,4,12.249615734512615
478,5,3,105.0,13693,1,1,3,3,4,0,16,2,2,0,5,9,4,2006,2006,3,1,12,13,1,310,0,4,2,2,4,0,6,0,6,0,2153,2153,1,0,1,0,2069,574,0,2643,0,0,2,1,3,1,0,9,6,1,2,3,2006.0,0,3,694,5,5,2,414,84,0,0,0,0,3,4,1,0,2,1,8,4,12.847929163278053
